time_acc_lr_original_feats;acc_lr_original_feats;time_acc_lr_selected_feats;acc_lr_selected_feats;time_acc_neight_original_feats;acc_neight_original_feats;time_acc_neight_selected_feats;acc_neight_selected_feats;time_acc_gnb_original_feats;acc_gnb_original_feats;time_acc_gnb_selected_feats;acc_gnb_selected_feats;time_acc_rf_original_feats;acc_rf_original_feats;time_acc_rf_selected_feats;acc_rf_selected_feats;time_prec_lr_original_feats;prec_lr_original_feats;time_prec_lr_selected_feats;prec_lr_selected_feats;time_prec_neight_original_feats;prec_neight_original_feats;time_prec_neight_selected_feats;prec_neight_selected_feats;time_prec_gnb_original_feats;prec_gnb_original_feats;time_prec_gnb_selected_feats;prec_gnb_selected_feats;time_prec_rf_original_feats;prec_rf_original_feats;time_prec_rf_selected_feats;prec_rf_selected_feats;time_rec_lr_original_feats;rec_lr_original_feats;time_rec_lr_selected_feats;rec_lr_selected_feats;time_rec_neight_original_feats;rec_neight_original_feats;time_rec_neight_selected_feats;rec_neight_selected_feats;time_rec_gnb_original_feats;rec_gnb_original_feats;time_rec_gnb_selected_feats;rec_gnb_selected_feats;time_rec_rf_original_feats;rec_rf_original_feats;time_rec_rf_selected_feats;rec_rf_selected_feats;time_f1_lr_original_feats;f1_lr_original_feats;time_f1_lr_selected_feats;f1_lr_selected_feats;time_f1_neight_original_feats;f1_neight_original_feats;time_f1_neight_selected_feats;f1_neight_selected_feats;time_f1_gnb_original_feats;f1_gnb_original_feats;time_f1_gnb_selected_feats;f1_gnb_selected_feats;time_f1_rf_original_feats;f1_rf_original_feats;time_f1_rf_selected_feats;f1_rf_selected_feats
8.292;0.5795276928304451;14.332;0.7959310227658851;2.667;0.5317448182127081;0.257;0.5767838939857288;0.24;0.5372239211688753;0.045;0.7950815494393476;11.033;0.7461433910975195;3.71;0.8142541624193;15.118;0.6420689708980374;19.508;0.8274724050266217;2.682;0.5736616170335327;0.267;0.6044122905125733;0.245;0.5912347371697216;0.049;0.799287484678568;11.056;0.749975221943567;3.755;0.8387209090475152;7.832;0.6182283666154633;15.817;0.8246543778801844;2.701;0.7281362007168458;0.27;0.7823092677931388;0.259;0.5944188428059395;0.055;0.8726574500768048;11.02;0.8467229902713773;3.912;0.8434971838197646;9.19;0.6273773035065835;14.333;0.8212726043587656;2.663;0.6376160122501868;0.263;0.6767285685452069;0.246;0.584091838695403;0.049;0.8289138349599012;10.981;0.7925491988261727;3.742;0.8387003563535027
