time_acc_lr_original_feats;time_acc_lr_selected_feats;time_acc_neight_original_feats;time_acc_neight_selected_feats;time_acc_gnb_original_feats;time_acc_gnb_selected_feats;time_acc_rf_original_feats;time_acc_rf_selected_feats;time_prec_lr_original_feats;time_prec_lr_selected_feats;time_prec_neight_original_feats;time_prec_neight_selected_feats;time_prec_gnb_original_feats;time_prec_gnb_selected_feats;time_prec_rf_original_feats;time_prec_rf_selected_feats;time_rec_lr_original_feats;time_rec_lr_selected_feats;time_rec_neight_original_feats;time_rec_neight_selected_feats;time_rec_gnb_original_feats;time_rec_gnb_selected_feats;time_rec_rf_original_feats;time_rec_rf_selected_feats;time_f1_lr_original_feats;time_f1_lr_selected_feats;time_f1_neight_original_feats;time_f1_neight_selected_feats;time_f1_gnb_original_feats;time_f1_gnb_selected_feats;time_f1_rf_original_feats;time_f1_rf_selected_feats
7.146;13.017;0.219;0.078;0.234;0.031;9.252;3.125;7.315;13.023;0.203;0.078;0.25;0.031;9.423;3.078;7.083;13.029;0.203;0.078;0.251;0.041;9.437;3.27;7.142;12.999;0.203;0.078;0.234;0.031;9.314;3.187
7.233;13.027;0.25;0.078;0.234;0.031;9.424;3.125;7.182;12.931;0.234;0.094;0.203;0.047;9.204;3.1;7.189;13.431;0.219;0.078;0.219;0.047;9.314;3.197;7.25;13.016;0.25;0.078;0.234;0.031;9.22;3.109
7.189;13.258;0.203;0.094;0.219;0.047;9.423;3.109;7.076;13.139;0.219;0.078;0.234;0.047;9.304;3.085;7.496;12.907;0.219;0.078;0.234;0.047;9.345;3.141;7.17;13.105;0.219;0.078;0.219;0.047;9.361;3.219
7.171;12.982;0.203;0.063;0.25;0.031;9.396;3.104;7.241;13.08;0.234;0.062;0.266;0.031;9.365;3.094;7.266;12.922;0.203;0.078;0.203;0.047;9.47;3.094;7.158;13.129;0.219;0.078;0.219;0.047;9.25;3.111
7.19;12.98;0.217;0.078;0.234;0.031;9.659;3.08;7.203;13.155;0.219;0.078;0.234;0.031;9.282;3.094;7.211;12.997;0.24;0.078;0.219;0.047;9.558;3.084;7.468;13.143;0.219;0.078;0.234;0.031;9.173;3.297
7.33;13.138;0.203;0.062;0.266;0.031;9.361;3.216;7.175;12.84;0.203;0.078;0.25;0.047;9.236;3.109;7.204;13.127;0.234;0.078;0.219;0.047;9.428;3.156;7.108;13.066;0.219;0.078;0.219;0.031;9.409;3.172
7.08;13.215;0.234;0.078;0.203;0.031;9.583;3.119;7.156;13.065;0.25;0.062;0.234;0.047;9.251;3.203;7.204;13.267;0.234;0.078;0.219;0.031;9.305;3.188;7.249;13.18;0.219;0.094;0.236;0.047;9.208;3.109
7.351;13.11;0.234;0.078;0.234;0.031;9.232;3.301;7.172;13.167;0.25;0.078;0.25;0.031;9.22;3.246;7.1;13.299;0.266;0.078;0.219;0.047;9.251;3.109;7.141;13.064;0.219;0.078;0.234;0.031;9.655;3.125
7.079;13.028;0.234;0.078;0.234;0.031;9.299;3.201;7.19;13.271;0.213;0.078;0.219;0.047;9.392;3.094;7.095;13.289;0.234;0.062;0.25;0.031;9.294;3.113;7.109;13.188;0.197;0.078;0.219;0.047;9.178;3.101
7.151;13.141;0.219;0.078;0.234;0.031;9.548;3.125;7.437;12.967;0.219;0.078;0.25;0.047;9.376;3.096;7.219;13.186;0.188;0.078;0.219;0.047;9.22;3.293;7.095;13.033;0.234;0.078;0.234;0.047;9.251;3.125
7.428;13.252;0.203;0.062;0.203;0.047;9.329;3.109;7.145;13.094;0.219;0.078;0.266;0.031;9.34;3.156;7.172;13.564;0.219;0.078;0.234;0.031;9.283;3.094;7.152;12.985;0.219;0.078;0.234;0.047;9.437;3.075
7.01;13.325;0.234;0.078;0.234;0.031;9.236;3.079;7.203;13.075;0.203;0.094;0.234;0.031;9.407;3.203;7.407;13.118;0.25;0.078;0.25;0.047;9.374;3.113;7.203;12.995;0.234;0.078;0.25;0.031;9.273;3.266
7.128;13.217;0.219;0.078;0.203;0.047;9.344;3.109;7.17;13.114;0.25;0.078;0.25;0.031;9.557;3.098;7.094;13.368;0.219;0.078;0.266;0.031;9.312;3.237;7.187;13.222;0.234;0.078;0.234;0.031;9.318;3.125
7.142;13.09;0.219;0.078;0.234;0.031;9.5;3.173;7.185;13.21;0.234;0.062;0.25;0.031;9.244;3.109;7.31;13.079;0.203;0.078;0.219;0.047;9.577;3.063;7.346;13.048;0.219;0.078;0.219;0.047;9.335;3.215
7.366;13.064;0.203;0.078;0.219;0.031;9.579;3.156;7.151;12.847;0.234;0.078;0.234;0.047;9.337;3.125;7.341;13.016;0.25;0.078;0.219;0.047;9.36;3.078;7.093;13.048;0.203;0.094;0.219;0.047;9.439;3.094
7.305;13.348;0.203;0.078;0.219;0.047;9.447;3.367;7.127;13.047;0.203;0.078;0.266;0.031;9.168;3.078;7.392;13.188;0.219;0.094;0.234;0.031;9.251;3.098;7.183;13.086;0.219;0.078;0.234;0.031;9.334;3.172
7.726;13.011;0.219;0.062;0.234;0.031;9.38;3.109;7.251;12.954;0.234;0.078;0.234;0.047;9.345;3.203;7.267;12.845;0.234;0.078;0.234;0.047;9.659;3.095;7.217;13.063;0.25;0.094;0.297;0.031;9.564;3.175
7.189;12.85;0.219;0.094;0.222;0.047;9.25;3.089;7.195;13.236;0.234;0.078;0.234;0.047;9.196;3.191;7.219;12.874;0.203;0.094;0.234;0.031;9.329;3.078;7.16;13.153;0.203;0.078;0.219;0.031;9.388;3.282
7.204;12.876;0.234;0.063;0.25;0.031;9.261;3.095;7.355;13.037;0.234;0.094;0.219;0.047;9.345;3.148;7.29;12.985;0.234;0.062;0.25;0.031;9.598;3.163;7.142;13.016;0.234;0.078;0.234;0.047;9.345;3.188
7.156;13.142;0.25;0.078;0.281;0.047;9.23;3.172;7.195;12.901;0.188;0.078;0.219;0.031;9.439;3.173;7.843;13.241;0.203;0.078;0.234;0.047;9.398;3.172;7.173;12.986;0.203;0.078;0.234;0.031;9.445;3.172
7.319;13.109;0.234;0.062;0.234;0.047;9.36;3.141;7.247;12.876;0.219;0.078;0.219;0.047;9.568;3.227;7.128;13.034;0.219;0.078;0.234;0.047;9.392;3.169;7.173;12.8;0.203;0.078;0.219;0.047;9.525;3.094
7.189;13.063;0.219;0.078;0.234;0.031;9.387;3.234;7.205;12.926;0.225;0.094;0.25;0.047;9.547;3.111;7.173;12.876;0.234;0.062;0.234;0.047;9.298;3.156;7.127;13.323;0.219;0.078;0.234;0.047;9.512;3.229
7.327;13.132;0.219;0.078;0.25;0.031;9.293;3.109;7.195;12.86;0.234;0.078;0.219;0.031;9.361;3.119;7.055;12.892;0.219;0.094;0.219;0.031;9.329;3.219;7.266;12.829;0.203;0.078;0.219;0.031;9.317;3.108
7.017;12.876;0.203;0.062;0.219;0.047;9.298;3.103;6.966;12.814;0.203;0.063;0.219;0.047;9.355;3.109;7.234;13.004;0.203;0.094;0.266;0.031;9.344;3.101;6.947;12.847;0.219;0.062;0.234;0.031;9.401;3.08
7.079;13.51;0.213;0.062;0.252;0.031;9.953;3.109;7.187;13.13;0.219;0.078;0.219;0.047;9.438;3.133;7.258;13.204;0.203;0.078;0.203;0.047;9.314;3.094;7.266;13.11;0.219;0.094;0.234;0.047;9.598;3.121
7.272;13.127;0.219;0.078;0.234;0.031;9.24;3.078;7.268;13.182;0.219;0.078;0.266;0.047;9.751;3.125;7.174;13.093;0.188;0.078;0.219;0.031;9.425;3.109;7.264;13.19;0.25;0.078;0.281;0.047;9.313;3.109
7.45;12.998;0.188;0.062;0.234;0.047;9.266;3.172;7.344;13.314;0.219;0.078;0.25;0.031;9.335;3.125;7.079;13.048;0.188;0.078;0.234;0.031;9.391;3.234;7.315;13.078;0.219;0.078;0.219;0.047;9.47;3.094
7.235;12.984;0.234;0.062;0.219;0.031;9.283;3.234;7.169;13.297;0.203;0.078;0.234;0.047;9.266;3.111;7.234;12.907;0.203;0.094;0.234;0.031;9.527;3.348;7.251;13.123;0.219;0.078;0.25;0.047;9.391;3.109
7.066;13.179;0.234;0.063;0.25;0.031;9.439;3.219;7.138;13.24;0.25;0.078;0.25;0.031;9.219;3.226;7.369;13.515;0.219;0.078;0.234;0.047;9.225;3.128;7.111;13.317;0.203;0.078;0.234;0.031;9.282;3.203
7.485;13.059;0.219;0.062;0.203;0.047;9.594;3.281;7.324;13.307;0.219;0.094;0.219;0.047;9.6;3.234;7.17;13.185;0.219;0.07;0.25;0.047;9.408;3.323;7.083;13.204;0.203;0.078;0.219;0.047;9.565;3.297
7.36;13.174;0.203;0.094;0.234;0.047;9.313;3.251;7.133;13.416;0.219;0.078;0.219;0.047;9.44;3.203;7.151;13.225;0.219;0.094;0.234;0.031;9.293;3.115;7.235;13.458;0.219;0.063;0.234;0.047;9.305;3.155
7.267;13.158;0.203;0.078;0.219;0.031;9.426;3.148;7.547;13.236;0.203;0.078;0.219;0.047;9.189;3.094;7.267;12.913;0.219;0.078;0.25;0.047;9.389;3.114;7.557;14.211;0.236;0.135;0.234;0.047;9.924;3.162
7.412;13.482;0.219;0.063;0.234;0.031;9.543;3.157;7.499;13.094;0.25;0.094;0.25;0.031;9.946;3.415;8.247;14.422;0.219;0.094;0.25;0.031;9.895;3.391;7.477;13.266;0.25;0.078;0.219;0.047;9.298;3.281
7.221;13.156;0.234;0.078;0.234;0.031;9.344;3.17;7.315;13.236;0.203;0.078;0.234;0.047;9.56;3.109;7.079;13.141;0.234;0.078;0.25;0.031;9.85;3.109;7.189;13.263;0.219;0.078;0.219;0.047;9.257;3.242
7.18;13.08;0.22;0.072;0.25;0.031;9.569;3.141;7.313;13.405;0.219;0.078;0.234;0.047;9.25;3.076;7.035;13.48;0.188;0.078;0.203;0.047;9.412;3.182;7.381;13.036;0.219;0.078;0.25;0.031;9.346;3.109
7.282;13.001;0.203;0.062;0.25;0.031;9.676;3.172;7.251;12.908;0.203;0.078;0.234;0.047;9.525;3.094;7.164;13.163;0.188;0.078;0.203;0.047;9.519;3.22;7.203;13.198;0.234;0.078;0.266;0.047;9.439;3.125
7.298;13.204;0.219;0.063;0.25;0.047;9.397;3.135;7.158;13.342;0.234;0.078;0.234;0.047;9.406;3.142;7.142;13.513;0.219;0.078;0.25;0.047;9.391;3.078;7.219;13.172;0.203;0.078;0.219;0.047;9.368;3.25
7.471;13.26;0.25;0.094;0.219;0.047;9.275;3.203;7.171;13.091;0.219;0.062;0.234;0.047;9.361;3.095;7.338;13.316;0.234;0.094;0.234;0.047;9.315;3.125;7.092;13.311;0.234;0.096;0.266;0.047;9.356;3.114
7.219;13.097;0.234;0.078;0.234;0.031;9.297;3.123;7.22;13.219;0.203;0.078;0.234;0.031;9.265;3.109;7.202;13.309;0.203;0.078;0.221;0.047;9.234;3.327;7.283;13.252;0.219;0.078;0.219;0.031;9.183;3.341
7.111;13.302;0.203;0.078;0.25;0.031;9.649;3.109;7.413;12.949;0.203;0.078;0.234;0.031;9.251;3.109;7.221;13.359;0.203;0.078;0.245;0.031;9.555;3.085;7.203;13.235;0.219;0.109;0.25;0.031;9.36;3.109
7.066;13.529;0.25;0.094;0.234;0.031;9.298;3.109;7.172;13.096;0.217;0.078;0.234;0.047;9.359;3.298;7.22;13.296;0.203;0.094;0.234;0.031;9.373;3.095;7.126;13.184;0.234;0.078;0.234;0.047;9.846;3.141
7.386;13.161;0.219;0.078;0.219;0.031;9.297;3.133;7.102;13.181;0.203;0.078;0.234;0.047;9.8;3.251;7.297;13.315;0.203;0.078;0.234;0.047;9.517;3.111;7.232;13.264;0.219;0.078;0.234;0.047;9.718;3.281
7.329;13.189;0.203;0.062;0.234;0.031;9.391;3.115;7.152;13.203;0.203;0.094;0.225;0.031;9.274;3.126;7.46;12.891;0.219;0.078;0.234;0.031;9.298;3.141;7.177;13.342;0.203;0.062;0.234;0.031;9.407;3.141
7.404;13.09;0.188;0.062;0.219;0.031;9.2;3.115;7.488;13.316;0.234;0.078;0.219;0.047;9.482;3.22;7.406;13.079;0.234;0.078;0.234;0.031;9.345;3.266;7.176;13.157;0.219;0.062;0.234;0.047;9.313;3.125
7.474;13.311;0.25;0.078;0.269;0.031;9.369;3.127;7.172;13.188;0.219;0.094;0.25;0.047;9.454;3.25;7.299;13.203;0.219;0.094;0.25;0.047;9.412;3.187;7.335;13.232;0.219;0.078;0.234;0.031;9.552;3.156
7.419;13.127;0.203;0.078;0.219;0.047;9.596;3.117;7.203;13.245;0.219;0.078;0.219;0.047;9.576;3.292;7.193;13.213;0.203;0.078;0.219;0.047;9.275;3.109;7.165;12.844;0.188;0.078;0.234;0.047;9.748;3.183
7.146;12.704;0.234;0.062;0.219;0.031;9.204;3.078;7.011;13.147;0.25;0.094;0.25;0.031;9.436;3.172;7.078;13.266;0.225;0.08;0.222;0.047;9.209;3.289;7.078;13.24;0.25;0.062;0.25;0.031;9.549;3.198
7.074;12.958;0.203;0.078;0.234;0.031;9.282;3.107;7.406;13.074;0.203;0.078;0.234;0.047;9.295;3.148;7.094;13.118;0.219;0.094;0.234;0.031;9.321;3.38;6.984;12.767;0.219;0.078;0.25;0.031;9.36;3.156
7.15;12.872;0.203;0.078;0.219;0.031;9.53;3.112;6.969;12.813;0.234;0.078;0.234;0.047;9.323;3.13;7.085;13.21;0.219;0.078;0.266;0.047;9.33;3.177;7.095;12.938;0.219;0.078;0.25;0.031;9.344;3.109
6.947;13.146;0.219;0.078;0.234;0.047;9.506;3.109;7.109;12.903;0.203;0.078;0.241;0.047;9.453;3.124;7.157;13.15;0.219;0.078;0.25;0.031;9.235;3.109;7.12;12.815;0.25;0.062;0.234;0.047;9.524;3.234
7.277;12.985;0.203;0.062;0.219;0.031;9.241;3.1;6.953;12.83;0.187;0.078;0.25;0.031;9.595;3.078;7.142;12.876;0.219;0.078;0.234;0.031;9.314;3.138;7.13;12.845;0.203;0.078;0.219;0.047;9.561;3.125
7.062;13.106;0.203;0.062;0.203;0.047;9.188;3.078;7.048;13.134;0.188;0.078;0.25;0.047;9.53;3.097;7.136;12.92;0.234;0.078;0.219;0.047;9.458;3.147;7.079;12.92;0.203;0.062;0.234;0.031;9.345;3.118
7.066;12.938;0.203;0.094;0.234;0.031;9.247;3.125;7.249;13.121;0.219;0.078;0.234;0.031;9.604;3.254;7.126;12.997;0.234;0.078;0.203;0.031;9.278;3.141;7.221;12.938;0.219;0.078;0.234;0.031;9.391;3.126
7.074;12.969;0.203;0.078;0.234;0.031;9.454;3.109;7.079;12.851;0.234;0.078;0.25;0.047;9.374;3.109;7.079;13.135;0.219;0.078;0.234;0.031;9.23;3.066;7.106;12.799;0.203;0.078;0.219;0.047;9.486;3.109
7.12;14.252;0.219;0.078;0.219;0.047;9.342;3.159;7.251;13.204;0.203;0.078;0.25;0.031;9.577;3.158;7.453;13.234;0.234;0.094;0.234;0.031;9.47;3.25;7.208;13.133;0.203;0.078;0.234;0.047;9.454;3.125
7.133;13.006;0.217;0.079;0.234;0.031;9.312;3.155;7.137;13.5;0.25;0.109;0.266;0.031;9.535;3.126;7.121;13.271;0.203;0.102;0.243;0.04;9.389;3.125;7.133;13.667;0.266;0.094;0.297;0.031;9.438;3.094
7.145;13.186;0.234;0.062;0.234;0.031;9.309;3.187;7.618;13.483;0.219;0.062;0.219;0.047;9.279;3.109;7.157;13.219;0.219;0.078;0.234;0.047;9.187;3.25;7.228;13.267;0.203;0.078;0.219;0.031;9.254;3.125
7.111;13.157;0.203;0.078;0.203;0.031;9.467;3.127;7.03;13.388;0.203;0.078;0.219;0.031;9.283;3.138;7.128;13.314;0.203;0.078;0.228;0.047;9.226;3.112;7.107;13.252;0.219;0.094;0.219;0.047;9.294;3.125
7.079;13.155;0.219;0.078;0.219;0.047;9.235;3.194;7.213;13.264;0.203;0.078;0.219;0.031;9.281;3.107;7.348;12.963;0.234;0.062;0.234;0.047;9.299;3.11;7.235;13.673;0.219;0.078;0.219;0.047;9.235;3.204
7.219;13.007;0.203;0.078;0.234;0.047;9.268;3.125;7.094;13.284;0.219;0.094;0.234;0.047;9.392;3.36;7.219;12.972;0.219;0.062;0.234;0.047;9.291;3.126;7.126;13.454;0.219;0.078;0.234;0.047;9.226;3.187
7.15;13.145;0.188;0.053;0.266;0.031;9.288;3.154;7.141;13.438;0.188;0.094;0.25;0.031;9.308;3.094;7.079;13.165;0.219;0.094;0.234;0.047;9.712;3.364;7.402;13.282;0.234;0.078;0.24;0.041;9.471;3.109
7.032;12.996;0.203;0.078;0.234;0.031;9.337;3.211;7.2;13.061;0.219;0.078;0.25;0.031;9.41;3.09;7.238;13.313;0.219;0.062;0.25;0.047;9.36;3.078;7.32;13.314;0.219;0.078;0.234;0.031;9.465;3.302
7.29;13.389;0.188;0.078;0.219;0.031;9.527;3.11;7.341;13.318;0.203;0.078;0.25;0.047;9.385;3.172;7.236;13.383;0.219;0.094;0.219;0.047;9.409;3.125;7.501;13.105;0.219;0.078;0.25;0.047;9.536;3.088
7.335;13.032;0.203;0.094;0.219;0.031;9.267;3.156;7.346;12.899;0.219;0.078;0.203;0.047;9.489;3.212;7.251;13.075;0.234;0.078;0.234;0.031;9.318;3.125;7.655;13.405;0.234;0.094;0.266;0.031;9.3;3.141
7.344;13.204;0.219;0.062;0.234;0.047;9.406;3.219;7.595;13.407;0.203;0.094;0.234;0.047;9.283;3.078;7.149;13.146;0.219;0.079;0.214;0.047;9.198;3.183;7.528;13.068;0.203;0.078;0.219;0.047;9.308;3.113
7.251;12.899;0.203;0.078;0.234;0.031;9.267;3.25;7.361;13.045;0.219;0.062;0.219;0.047;9.28;3.127;7.091;13.014;0.219;0.078;0.234;0.031;9.597;3.391;7.188;13.026;0.234;0.078;0.234;0.031;9.235;3.094
7.142;13.174;0.234;0.078;0.219;0.031;9.297;3.206;7.138;13.048;0.203;0.078;0.219;0.047;9.335;3.109;7.258;13.267;0.219;0.078;0.234;0.031;9.328;3.141;7.212;13.096;0.219;0.078;0.25;0.047;9.417;3.099
7.36;13.164;0.203;0.078;0.234;0.047;9.67;3.214;7.203;13.095;0.203;0.062;0.219;0.031;9.36;3.189;7.373;13.001;0.188;0.078;0.219;0.031;9.358;3.109;7.203;13.073;0.219;0.062;0.219;0.047;9.466;3.363
7.204;12.892;0.203;0.062;0.219;0.031;9.438;3.281;7.162;13.328;0.234;0.078;0.234;0.047;9.267;3.105;7.004;12.917;0.219;0.078;0.25;0.031;9.608;3.117;7.178;13.611;0.219;0.078;0.25;0.031;9.188;3.125
7.086;13.22;0.187;0.094;0.219;0.031;9.472;3.203;7.439;13.172;0.234;0.094;0.234;0.047;9.595;3.094;7.326;13.093;0.219;0.078;0.25;0.031;9.499;3.175;7.125;13.277;0.219;0.078;0.219;0.047;9.329;3.141
7.173;13.173;0.187;0.078;0.219;0.031;9.695;3.141;7.205;13.136;0.203;0.094;0.234;0.051;9.308;3.288;7.259;13.269;0.234;0.062;0.219;0.047;9.554;3.142;7.141;13.191;0.219;0.078;0.25;0.047;9.26;3.062
7.189;13.375;0.203;0.078;0.266;0.031;9.729;3.312;6.938;13.261;0.219;0.078;0.234;0.047;9.35;3.102;7.415;13.423;0.203;0.094;0.281;0.031;9.423;3.359;7.142;13.232;0.203;0.078;0.219;0.047;9.62;3.257
7.151;13.36;0.203;0.062;0.234;0.047;9.781;3.248;7.191;13.11;0.234;0.094;0.25;0.031;9.299;3.063;7.211;13.455;0.219;0.094;0.234;0.031;9.297;3.078;7.194;13.263;0.203;0.078;0.266;0.047;9.31;3.141
7.141;13.217;0.203;0.062;0.234;0.031;9.532;3.125;7.391;12.954;0.219;0.078;0.234;0.031;9.42;3.114;7.283;13.491;0.219;0.078;0.219;0.047;9.564;3.266;7.141;13.157;0.234;0.078;0.234;0.047;9.329;3.078
7.285;13.033;0.203;0.078;0.234;0.031;9.497;3.128;7.183;13.155;0.219;0.094;0.234;0.047;9.674;3.304;7.135;13.406;0.203;0.094;0.219;0.047;9.345;3.109;7.161;12.866;0.234;0.094;0.25;0.031;9.16;3.096
7.184;13.533;0.219;0.078;0.25;0.031;9.443;3.183;7.195;13.188;0.234;0.062;0.25;0.031;9.455;3.126;7.605;13.148;0.234;0.094;0.219;0.031;9.334;3.172;7.228;13.057;0.237;0.148;0.278;0.055;9.544;3.182
7.302;12.948;0.203;0.078;0.219;0.031;9.529;3.125;7.228;13.223;0.188;0.078;0.234;0.047;9.376;3.109;7.234;12.986;0.203;0.081;0.205;0.047;9.183;3.125;7.166;13.149;0.219;0.062;0.219;0.031;9.154;3.125
7.376;12.814;0.203;0.078;0.219;0.031;9.337;3.125;7.079;13.232;0.188;0.078;0.234;0.031;9.298;3.111;7.453;12.969;0.219;0.078;0.234;0.031;9.204;3.172;7.516;12.955;0.219;0.078;0.203;0.047;9.251;3.344
7.328;12.906;0.188;0.078;0.203;0.031;9.821;3.109;7.222;12.877;0.188;0.078;0.234;0.031;9.212;3.126;7.319;12.941;0.203;0.078;0.234;0.047;9.626;3.123;7.174;12.97;0.203;0.094;0.234;0.047;9.257;3.125
7.327;13.174;0.203;0.078;0.203;0.031;9.273;3.135;7.063;12.906;0.203;0.078;0.219;0.031;9.283;3.094;7.423;13.229;0.188;0.078;0.234;0.047;9.531;3.08;7.16;12.981;0.219;0.078;0.25;0.031;9.641;3.173
7.67;13.108;0.197;0.078;0.234;0.047;9.274;3.125;7.279;12.986;0.234;0.078;0.25;0.031;9.579;3.297;7.288;13.127;0.203;0.094;0.234;0.031;9.173;3.141;7.242;13.105;0.266;0.094;0.266;0.047;9.36;3.187
7.276;13.149;0.188;0.078;0.25;0.047;9.462;3.153;7.334;13.392;0.25;0.078;0.234;0.031;9.471;3.219;7.234;13.985;0.203;0.078;0.219;0.047;9.47;3.172;7.632;13.536;0.219;0.094;0.25;0.031;9.58;3.234
7.094;13.189;0.234;0.078;0.219;0.031;9.681;3.328;7.31;13.381;0.188;0.078;0.25;0.047;9.719;3.142;7.296;13.411;0.219;0.088;0.221;0.047;9.859;3.128;7.172;13.251;0.219;0.078;0.25;0.047;9.448;3.251
7.581;13.569;0.219;0.078;0.234;0.031;9.303;3.105;7.266;13.297;0.203;0.078;0.234;0.047;9.365;3.117;7.391;13.439;0.219;0.094;0.25;0.047;9.329;3.109;7.361;13.235;0.234;0.094;0.25;0.031;9.423;3.173
7.435;12.889;0.219;0.078;0.234;0.031;9.269;3.089;7.218;13.206;0.219;0.078;0.219;0.047;9.641;3.219;7.247;13.127;0.219;0.078;0.219;0.031;9.173;3.111;7.221;13.436;0.266;0.094;0.203;0.047;9.285;3.298
7.157;13.023;0.219;0.063;0.234;0.031;9.409;3.188;7.331;13.23;0.213;0.078;0.266;0.047;9.256;3.117;7.172;13.019;0.188;0.078;0.234;0.047;9.314;3.125;7.539;13.166;0.219;0.078;0.219;0.047;9.268;3.126
7.125;13.166;0.219;0.078;0.219;0.031;9.283;3.364;7.075;13.142;0.203;0.062;0.234;0.031;9.22;3.11;7.177;12.942;0.219;0.078;0.234;0.047;9.533;3.125;7.187;13.236;0.188;0.078;0.234;0.047;9.501;3.109
7.237;13.204;0.25;0.094;0.266;0.031;9.533;3.329;7.219;12.978;0.203;0.094;0.234;0.031;9.484;3.111;7.172;14.193;0.203;0.078;0.266;0.031;9.553;3.158;7.125;13.11;0.219;0.094;0.219;0.047;9.392;3.109
7.443;12.857;0.203;0.078;0.25;0.031;9.441;3.313;7.062;13.131;0.203;0.078;0.219;0.031;9.361;3.234;7.151;13.174;0.203;0.094;0.25;0.047;9.716;3.234;7.082;13.22;0.212;0.078;0.294;0.031;9.573;3.199
7.138;13.111;0.22;0.078;0.219;0.031;9.409;3.109;7.16;13.327;0.203;0.094;0.219;0.047;9.473;3.196;7.048;13.014;0.219;0.078;0.234;0.031;9.438;3.359;7.337;13.205;0.219;0.078;0.234;0.047;9.279;3.113
